glycan_id,glycan,species,label,inferred_origin,link,source,Unnamed: 0.1,ID,Link,Species_x,split,name,Unnamed: 0,Species_y,Genus,Family,Order,Class,Phylum,Kingdom,Domain,ref,glytoucan_id,glycan_type,disease_association,disease_id,disease_sample,disease_direction,disease_ref,disease_species,tissue_sample,tissue_id,tissue_ref,tissue_species,Composition
163.0,Gal(b1-3)FucNAc(a1-3)GlcNAc(b1-2)Gal,"['Citrobacter_braakii', 'Escherichia_coli']",1.0,,,glycobase.csv,,,,,,,2996.0,"['Citrobacter_braakii', 'Escherichia_coli']","['Citrobacter', 'Escherichia']","['Enterobacteriaceae', 'Enterobacteriaceae']","['Enterobacterales', 'Enterobacterales']","['Gammaproteobacteria', 'Gammaproteobacteria']","['Proteobacteria', 'Proteobacteria']","['Bacteria', 'Bacteria']","['Bacteria', 'Bacteria']","['', 'https://pubmed.ncbi.nlm.nih.gov/31778182/']",,,[],[],[],[],[],[],[],[],[],[],{}
167.0,[Sug(b1-3)GalOAc(a1-2)]Man(a1-4)Rha(a1-3)Gal(a1-3)Man,['Pectobacterium_atrosepticum'],1.0,,,glycobase.csv,,,,,,,16647.0,['Pectobacterium_atrosepticum'],['Pectobacterium'],['Pectobacteriaceae'],['Enterobacterales'],['Gammaproteobacteria'],['Proteobacteria'],['Bacteria'],['Bacteria'],[''],,repeat,[],[],[],[],[],[],[],[],[],[],{}
190.0,[Man(b1-4)]Gal(a1-4)Rha(a1-3)GlcNAc(b1-3)Gal,"['Escherichia_coli', 'Salmonella_aberdeen', 'Salmonella_sp']",1.0,,,glycobase.csv,,,,,,,1438.0,"['Escherichia_coli', 'Salmonella_aberdeen', 'Salmonella_enterica', 'Salmonella_sp']","['Escherichia', 'Salmonella', 'Salmonella', 'Salmonella']","['Enterobacteriaceae', 'Enterobacteriaceae', 'Enterobacteriaceae', 'Enterobacteriaceae']","['Enterobacterales', 'Enterobacterales', 'Enterobacterales', 'Enterobacterales']","['Gammaproteobacteria', 'Gammaproteobacteria', 'Gammaproteobacteria', 'Gammaproteobacteria']","['Proteobacteria', 'Proteobacteria', 'Proteobacteria', 'Proteobacteria']","['Bacteria', 'Bacteria', 'Bacteria', 'Bacteria']","['Bacteria', 'Bacteria', 'Bacteria', 'Bacteria']","['https://pubmed.ncbi.nlm.nih.gov/31778182/', 'https://pubmed.ncbi.nlm.nih.gov/23848592/', 'https://pubmed.ncbi.nlm.nih.gov/23848592/', '']",,repeat,[],[],[],[],[],[],[],[],[],[],"{'Hex': 3, 'dHex': 1, 'HexNAc': 1}"
208.0,Fuc(a1-2)Gal(b1-3)GlcNAc(b1-3)[NeuNAc(a2-6)]GalNAc,['Homo_sapiens'],0.0,,O,glycobase.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
215.0,Man(a1-6)[Xyl(b1-2)]Man(b1-4)GlcNAc(b1-4)GlcNAc,"['Actinidia_chinensis', 'Armoracia_rusticana', 'Corylus_avellana', 'Musa_acuminata']",1.0,,N,glycobase.csv,,,,,,,770.0,"['Actinidia_chinensis', 'Armoracia_rusticana', 'Corylus_avellana', 'Juglans_regia', 'Mus_musculus', 'Wisteria_floribunda']","['Actinidia', 'Armoracia', 'Corylus', 'Juglans', 'Mus', 'Wisteria']","['Actinidiaceae', 'Brassicaceae', 'Betulaceae', 'Juglandaceae', 'Muridae', 'Fabaceae']","['Ericales', 'Brassicales', 'Fagales', 'Fagales', 'Rodentia', 'Fabales']","['Dicotyledons', 'Dicotyledons', 'Dicotyledons', 'Dicotyledons', 'Mammalia', 'Dicotyledons']","['Angiosperms', 'Angiosperms', 'Angiosperms', 'Angiosperms', 'Chordata', 'Angiosperms']","['Plantae', 'Plantae', 'Plantae', 'Plantae', 'Animalia', 'Plantae']","['Eukarya', 'Eukarya', 'Eukarya', 'Eukarya', 'Eukarya', 'Eukarya']","['https://pubmed.ncbi.nlm.nih.gov/11358875/', 'https://pubmed.ncbi.nlm.nih.gov/9451502/', 'https://pubmed.ncbi.nlm.nih.gov/11358875/', 'https://pubmed.ncbi.nlm.nih.gov/11358875/', '', '']",G28003HA,,[],[],[],[],[],[],[],[],[],[],"{'Hex': 2, 'Pen': 1, 'HexNAc': 2}"
225.0,QuiNAc(b1-3)6dTalOAc(a1-3)FucNAc(b1-4)QuiNAc,['Pseudomonas_fluorescens'],1.0,,,glycobase.csv,,,,,,,17845.0,['Pseudomonas_fluorescens'],['Pseudomonas'],['Pseudomonadaceae'],['Pseudomonadales'],['Gammaproteobacteria'],['Proteobacteria'],['Bacteria'],['Bacteria'],[''],,,[],[],[],[],[],[],[],[],[],[],{}
229.0,Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-6)]Man(a1-6)[Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-4)]Man(a1-3)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,['Homo_sapiens'],0.0,,N,glycobase.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
267.0,Fuc(a1-3)[Gal(b1-4)]GlcNAc(b1-2)Man(a1-3)[Fuc(a1-3)[Gal(b1-4)]GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,['Homo_sapiens'],0.0,,N,glycobase.csv,,,,,,,276.0,"['Gallus_gallus', 'Homo_sapiens', 'MurineRespo_Virus', 'Mus_musculus', 'Rattus_norvegicus', 'Bos_taurus', 'Sus_scrofa', 'Capra_hircus', 'Homo_sapiens']","['Gallus', 'Homo', 'Respirovirus', 'Mus', 'Rattus', 'Bos', 'Sus', 'Capra', 'Homo']","['Phasianidae', 'Hominidae', 'Paramyxoviridae', 'Muridae', 'Muridae', 'Bovidae', 'Suidae', 'Bovidae', 'Hominidae']","['Galliformes', 'Primates', 'Mononegavirales', 'Rodentia', 'Rodentia', 'Artiodactyla', 'Artiodactyla', 'Artiodactyla', 'Primates']","['Aves', 'Mammalia', 'Monjiviricetes', 'Mammalia', 'Mammalia', 'Mammalia', 'Mammalia', 'Mammalia', 'Mammalia']","['Chordata', 'Chordata', 'Negarnaviricota', 'Chordata', 'Chordata', 'Chordata', 'Chordata', 'Chordata', 'Chordata']","['Animalia', 'Animalia', 'Riboviria', 'Animalia', 'Animalia', 'Animalia', 'Animalia', 'Animalia', 'Animalia']","['Eukarya', 'Eukarya', 'Virus', 'Eukarya', 'Eukarya', 'Eukarya', 'Eukarya', 'Eukarya', 'Eukarya']","['https://pubmed.ncbi.nlm.nih.gov/35136109/', 'https://pubmed.ncbi.nlm.nih.gov/35183770/', 'https://pubmed.ncbi.nlm.nih.gov/6263875/', 'https://pubmed.ncbi.nlm.nih.gov/34358619/', 'https://pubmed.ncbi.nlm.nih.gov/9490042/', 'https://pubmed.ncbi.nlm.nih.gov/38096130/', 'https://pubmed.ncbi.nlm.nih.gov/38096130/', 'https://pubmed.ncbi.nlm.nih.gov/38096130/', 'https://pubmed.ncbi.nlm.nih.gov/38171687/']",G41821MR,N,[],[],[],[],[],[],"['B_cell', 'HeLaEV2_cell_line', 'K562_cell_line', 'THP1_cell_line', 'brain', 'cerebellum', 'cortex', 'forebrain', 'hindbrain', 'hippocampal_formation', 'parotid_gland', 'sperm', 'trachea', 'milk', 'milk', 'milk', 'milk']","['CL:0000236', 'cellosaurus:CVCL_JA21', 'cellosaurus:CVCL_6217', 'EFO:0001253', 'UBERON:0000955', 'UBERON:0002037', 'UBERON:0001851', 'UBERON:0001890', 'UBERON:0002028', 'UBERON:0002421', 'UBERON:0001831', 'CL:0000019', 'UBERON:0003126', 'UBERON:0001913', 'UBERON:0001913', 'UBERON:0001913', 'UBERON:0001913']","['http://www.functionalglycomics.org/glycomics/SampleServlet?operationType=view&key=219', 'http://www.functionalglycomics.org/glycomics/SampleServlet?operationType=view&key=317', 'http://www.functionalglycomics.org/glycomics/SampleServlet?operationType=view&key=227', 'http://www.functionalglycomics.org/glycomics/SampleServlet?operationType=view&key=229', 'https://pubmed.ncbi.nlm.nih.gov/9490042/', 'https://pubmed.ncbi.nlm.nih.gov/34358619/', 'https://pubmed.ncbi.nlm.nih.gov/34358619/', 'https://pubmed.ncbi.nlm.nih.gov/34358619/', 'https://pubmed.ncbi.nlm.nih.gov/34358619/', 'https://pubmed.ncbi.nlm.nih.gov/34358619/', 'https://pubmed.ncbi.nlm.nih.gov/9874230/', 'https://pubmed.ncbi.nlm.nih.gov/35183770/', 'https://pubmed.ncbi.nlm.nih.gov/35136109/', 'https://pubmed.ncbi.nlm.nih.gov/38096130/', 'https://pubmed.ncbi.nlm.nih.gov/38096130/', 'https://pubmed.ncbi.nlm.nih.gov/38096130/', 'https://pubmed.ncbi.nlm.nih.gov/38171687/']","['Homo_sapiens', 'Homo_sapiens', 'Homo_sapiens', 'Homo_sapiens', 'Rattus_norvegicus', 'Mus_musculus', 'Mus_musculus', 'Mus_musculus', 'Mus_musculus', 'Mus_musculus', 'Homo_sapiens', 'Homo_sapiens', 'Gallus_gallus', 'Bos_taurus', 'Sus_scrofa', 'Capra_hircus', 'Homo_sapiens']","{'dHex': 3, 'Hex': 5, 'HexNAc': 4}"
272.0,GalNAc(b1-4)[NeuNAc(a2-3)]Gal(b1-4)GlcNAc(b1-4)[NeuNAc(a2-6)Gal(b1-4)GlcNAc(b1-2)]Man(a1-3)[Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,['Homo_sapiens'],0.0,,N,glycobase.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
274.0,Fuc(a1-2)[Gal(a1-3)]Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[Gal(b1-4)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,['Homo_sapiens'],0.0,,N,glycobase.csv,,,,,,,11198.0,['Homo_sapiens'],['Homo'],['Hominidae'],['Primates'],['Mammalia'],['Chordata'],['Animalia'],['Eukarya'],[''],G26394UA,N,[],[],[],[],[],[],['plasma'],['ENVO:01000798'],['https://pubmed.ncbi.nlm.nih.gov/1577715/'],['Homo_sapiens'],"{'dHex': 2, 'Hex': 6, 'HexNAc': 4}"
297.0,NeuNAc(a2-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)Glc,,1.0,Bacteria,,glycobase.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
298.0,NeuNAc(a2-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Man(a1-3)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,"['Homo_sapiens', 'MurineLeukemia_Virus']",0.0,,N,glycobase.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
299.0,NeuNAc(a2-3)Gal(b1-4)GlcNAcOS(b1-6)[NeuNAc(a2-3)Gal(b1-3)]GalNAc,['Homo_sapiens'],0.0,,O,glycobase.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318.0,NeuNAc(a2-3)Gal(b1-4)GlcNAc(b1-3)[Gal(b1-4)GlcNAc(b1-6)]GalNAc,['Homo_sapiens'],0.0,,O,glycobase.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
325.0,[Col(a1-2)]GalOAcA(b1-3)[Col(a1-4)]GlcNAc(a1-4)GalA(a1-3)QuiNAc,['Vibrio_cholerae'],1.0,,,glycobase.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
329.0,Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Gal(b1-4)GlcNAc(b1-2)Man(a1-6)][GlcNAc(b1-4)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,"['AvianInfluenzaA_Virus', 'Bos_taurus', 'Canis_lupus', 'Capra_hircus', 'Cavia_porcellus', 'Coturnix_japonica', 'Gallus_gallus', 'Homo_sapiens', 'HumanImmunoDeficiency_Virus', 'Marburg_Virus', 'Mesocricetus_auratus', 'Mus_musculus', 'Oryctolagus_cuniculus', 'Ovis_aries', 'Rattus_norvegicus', 'Sus_scrofa']",0.0,,N,glycobase.csv,,,,,,,66.0,"['Camelus_dromedarius', 'Canis_familiaris', 'Capra_hircus', 'Danio_rerio', 'Equus_caballus', 'Felis_catus', 'Fowl_plague_virus', 'Gallus_gallus', 'Homo_sapiens', 'Larus_crassirostris', 'Macaca_mulatta', 'Mus_musculus', 'Mustela_furo', 'Ovis_aries', 'Rattus_norvegicus', 'Sus_scrofa', 'undetermined', 'unidentified_influenza_virus', 'Homo_sapiens', 'Bos_taurus', 'Capra_hircus', 'Bos_taurus', 'Homo_sapiens', 'Bos_taurus']","['Camelus', 'Canis', 'Capra', 'Danio', 'Equus', 'Felis', 'Mardivirus', 'Gallus', 'Gallus', 'Larus', 'Macaca', 'Mus', 'Mustela', 'Ovis', 'Rattus', 'Sus', 'Rattus', 'undetermined', 'Homo', 'Bos', 'Capra', 'Bos', 'Homo', 'Bos']","['Camelidae', 'Canidae', 'Bovidae', 'Cyprinidae', 'Equidae', 'Felidae', 'Herpesviridae', 'Phasianidae', 'Phasianidae', 'Laridae', 'Cercopithecidae', 'Muridae', 'Mustelidae', 'Bovidae', 'Muridae', 'Suidae', 'Muridae', 'Orthomyxoviridae', 'Hominidae', 'Bovidae', 'Bovidae', 'Bovidae', 'Hominidae', 'Bovidae']","['Artiodactyla', 'Carnivora', 'Artiodactyla', 'Cypriniformes', 'Perissodactyla', 'Carnivora', 'Herpesvirales', 'Galliformes', 'Galliformes', 'Charadriiformes', 'Primates', 'Rodentia', 'Carnivora', 'Artiodactyla', 'Rodentia', 'Artiodactyla', 'Rodentia', 'Articulavirales', 'Primates', 'Artiodactyla', 'Artiodactyla', 'Artiodactyla', 'Primates', 'Artiodactyla']","['Mammalia', 'Mammalia', 'Mammalia', 'Actinopterygii', 'Mammalia', 'Mammalia', 'Herviviricetes', 'Aves', 'Aves', 'Aves', 'Mammalia', 'Mammalia', 'Mammalia', 'Mammalia', 'Mammalia', 'Mammalia', 'Mammalia', 'Insthoviricetes', 'Mammalia', 'Mammalia', 'Mammalia', 'Mammalia', 'Mammalia', 'Mammalia']","['Chordata', 'Chordata', 'Chordata', 'Chordata', 'Chordata', 'Chordata', 'Peploviricota', 'Chordata', 'Chordata', 'Chordata', 'Chordata', 'Chordata', 'Chordata', 'Chordata', 'Chordata', 'Chordata', 'Chordata', 'Negarnaviricota', 'Chordata', 'Chordata', 'Chordata', 'Chordata', 'Chordata', 'Chordata']","['Animalia', 'Animalia', 'Animalia', 'Animalia', 'Animalia', 'Animalia', 'Heunggongvirae', 'Animalia', 'Animalia', 'Animalia', 'Animalia', 'Animalia', 'Animalia', 'Animalia', 'Animalia', 'Animalia', 'Animalia', 'Riboviria', 'Animalia', 'Animalia', 'Animalia', 'Animalia', 'Animalia', 'Animalia']","['Eukarya', 'Eukarya', 'Eukarya', 'Eukarya', 'Eukarya', 'Eukarya', 'Virus', 'Eukarya', 'Eukarya', 'Eukarya', 'Eukarya', 'Eukarya', 'Eukarya', 'Eukarya', 'Eukarya', 'Eukarya', 'Eukarya', 'Virus', 'Eukarya', 'Eukarya', 'Eukarya', 'Eukarya', 'Eukarya', 'Eukarya']","['https://pubmed.ncbi.nlm.nih.gov/27428249/', 'https://pubmed.ncbi.nlm.nih.gov/35882911/', 'https://pubmed.ncbi.nlm.nih.gov/35180604/', 'https://pubmed.ncbi.nlm.nih.gov/34988116/', '', 'https://www.tandfonline.com/doi/abs/10.1271/bbb.60599', '', 'https://pubmed.ncbi.nlm.nih.gov/35136109/', 'https://pubmed.ncbi.nlm.nih.gov/35183770/', 'https://pubmed.ncbi.nlm.nih.gov/19240272/', 'https://pubmed.ncbi.nlm.nih.gov/36131114/', 'http://functionalglycomics.org/glycomics/SampleServlet?operationType=view&key=101', 'https://pubmed.ncbi.nlm.nih.gov/30315103/', 'https://unicarb-dr.glycosmos.org/references/352', 'https://pubmed.ncbi.nlm.nih.gov/9851715/', '', '', '', 'https://pubmed.ncbi.nlm.nih.gov/38096130/', 'https://pubmed.ncbi.nlm.nih.gov/38096130/', 'https://pubmed.ncbi.nlm.nih.gov/38096130/', 'https://pubmed.ncbi.nlm.nih.gov/38184915/', 'https://pubmed.ncbi.nlm.nih.gov/38171687/', 'https://pubmed.ncbi.nlm.nih.gov/38184915/']",G76656PG,N,"['Parkinson_disease', 'type_2_diabetes_mellitus']","['DOID:14330', 'DOID:9352']","['serum', 'serum']","['up', 'up']","['https://pubmed.ncbi.nlm.nih.gov/35640092/', 'https://pubmed.ncbi.nlm.nih.gov/31393219/']","['Homo_sapiens', 'Homo_sapiens']","['B_cell', 'K562_cell_line', 'MDCK_cell_line', 'THP1_cell_line', 'T_cell', 'blood_serum', 'blood_serum', 'brain', 'brain', 'colon', 'egg_yolk', 'heart', 'heart', 'intestine', 'kidney', 'lung', 'lung', 'lymph_node', 'milk', 'monocyte', 'natural_killer_cell', 'ovary', 'pancreas', 'parotid_gland', 'regular_atrial_cardiac_myocyte', 'sperm', 'spleen', 'spleen', 'testis', 'thymus', 'trachea', 'urine', 'zone_of_skin', 'milk', 'milk', 'milk', 'testicle', 'milk', 'testis']","['CL:0000236', 'cellosaurus:CVCL_6217', 'cellosaurus:CVCL_0422', 'EFO:0001253', 'CL:0000084', 'UBERON:0001977', 'UBERON:0001977', 'UBERON:0000955', 'UBERON:0000955', 'UBERON:0001155', 'UBERON:0007378', 'UBERON:0000948', 'UBERON:0000948', 'UBERON:0000160', 'UBERON:0002113', 'UBERON:0002048', 'UBERON:0002048', 'UBERON:0000029', 'UBERON:0001913', 'CL:0000576', 'CL:0000623', 'UBERON:0000992', 'UBERON:0001264', 'UBERON:0001831', 'CL:0002129', 'CL:0000019', 'UBERON:0002106', 'UBERON:0002106', 'UBERON:0000473', 'UBERON:0002370', 'UBERON:0003126', 'UBERON:0001088', 'UBERON:0000014', 'UBERON:0001913', 'UBERON:0001913', 'UBERON:0001913', 'UBERON_0000473', 'UBERON:0001913', 'UBERON:0000473']","['http://www.functionalglycomics.org/glycomics/SampleServlet?operationType=view&key=219', 'http://www.functionalglycomics.org/glycomics/SampleServlet?operationType=view&key=227', 'https://pubmed.ncbi.nlm.nih.gov/35882911/', 'http://www.functionalglycomics.org/glycomics/SampleServlet?operationType=view&key=229', 'http://www.functionalglycomics.org/glycomics/SampleServlet?operationType=view&key=221', 'https://pubmed.ncbi.nlm.nih.gov/27428249/', 'https://pubmed.ncbi.nlm.nih.gov/30315103/', 'http://www.functionalglycomics.org/glycomics/SampleServlet?operationType=view&key=285', 'https://pubmed.ncbi.nlm.nih.gov/9851715/', 'http://www.functionalglycomics.org/glycomics/SampleServlet?operationType=view&key=103', 'https://pubmed.ncbi.nlm.nih.gov/19240272/', 'https://unicarb-dr.glycosmos.org/references/352', 'http://www.functionalglycomics.org/glycomics/SampleServlet?operationType=view&key=112', 'https://pubmed.ncbi.nlm.nih.gov/34988116/', 'http://www.functionalglycomics.org/glycomics/SampleServlet?operationType=view&key=123', 'https://pubmed.ncbi.nlm.nih.gov/35136109/', 'http://www.functionalglycomics.org/glycomics/SampleServlet?operationType=view&key=45', 'http://www.functionalglycomics.org/glycomics/SampleServlet?operationType=view&key=166', 'https://pubmed.ncbi.nlm.nih.gov/35180604/', 'http://www.functionalglycomics.org/glycomics/SampleServlet?operationType=view&key=217', 'http://www.functionalglycomics.org/glycomics/SampleServlet?operationType=view&key=223', 'http://www.functionalglycomics.org/glycomics/SampleServlet?operationType=view&key=51', 'http://www.functionalglycomics.org/glycomics/SampleServlet?operationType=view&key=175', 'https://pubmed.ncbi.nlm.nih.gov/9874230/', 'http://www.functionalglycomics.org/glycomics/SampleServlet?operationType=view&key=282', 'https://pubmed.ncbi.nlm.nih.gov/35183770/', 'http://functionalglycomics.org/glycomics/SampleServlet?operationType=view&key=75', 'http://www.functionalglycomics.org/glycomics/SampleServlet?operationType=view&key=203', 'http://www.functionalglycomics.org/glycomics/SampleServlet?operationType=view&key=77', 'http://functionalglycomics.org/glycomics/SampleServlet?operationType=view&key=101', 'https://pubmed.ncbi.nlm.nih.gov/35136109/', 'https://www.tandfonline.com/doi/abs/10.1271/bbb.60599', 'http://www.functionalglycomics.org/glycomics/SampleServlet?operationType=view&key=184', 'https://pubmed.ncbi.nlm.nih.gov/38096130/', 'https://pubmed.ncbi.nlm.nih.gov/38096130/', 'https://pubmed.ncbi.nlm.nih.gov/38096130/', 'https://pubmed.ncbi.nlm.nih.gov/38184915/', 'https://pubmed.ncbi.nlm.nih.gov/38171687/', 'https://pubmed.ncbi.nlm.nih.gov/38184915/']","['Homo_sapiens', 'Homo_sapiens', 'Canis_familiaris', 'Homo_sapiens', 'Homo_sapiens', 'Camelus_dromedarius', 'Mustela_furo', 'Mus_musculus', 'Rattus_norvegicus', 'Homo_sapiens', 'Larus_crassirostris', 'Ovis_aries', 'Homo_sapiens', 'Danio_rerio', 'Homo_sapiens', 'Gallus_gallus', 'Mus_musculus', 'Homo_sapiens', 'Capra_hircus', 'Homo_sapiens', 'Homo_sapiens', 'Mus_musculus', 'Homo_sapiens', 'Homo_sapiens', 'Mus_musculus', 'Homo_sapiens', 'Mus_musculus', 'Homo_sapiens', 'Mus_musculus', 'Mus_musculus', 'Gallus_gallus', 'Felis_catus', 'Homo_sapiens', 'Homo_sapiens', 'Bos_taurus', 'Capra_hircus', 'Bos_taurus', 'Homo_sapiens', 'Bos_taurus']","{'Hex': 5, 'HexNAc': 5, 'dHex': 1}"
